Master Doküman Listesi;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Doküman Kodu;Doküman Adý;;Doküman Ýngilizce Adý;Tipi;Hazýrlama Tarihi;"Revizyon
No";"Revizyon
Tarihi";Revize Eden;Sorumlu Kýsým;Revizyon Nedeni;Revizyon;Son Gözden Geçirme Tarihi;Gelecek Gözden Geçirme Tarihi;Gözden Geçirme Periyodu ;Onay Tarihi;Kullanýldýðý Süreçler;Doküman Sorumlusu;Arþivleme Süresi
RH.PR.24;Revir I?s?leyis? Prosedu?ru?;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.26;Spor ve Atölye Prosedürü;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.PR.27;TEMÝZLÝK VE DEZENFEKSiYON PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.28;YÜKSEK RÝSKLÝ ÝLAÇLARIN YÖNETÝMÝ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.29;ATIK YÖNETÝMÝ PROSEDÜRÜ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.30;TIBBI ATIK YÖNETÝM PROSEDÜRÜ VE PLANI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.PR.33;REHABÝLÝTASYON MERKEZÝ PERFORMANS YÖNETÝMÝ PROSEDÜRÜ;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;08.09.2024;08.03.2025;6;08.09.2024;;Zeliha Gizem Ýzci;60
RH.PR.35;REHABÝLÝTASYON ÝÞLEYÝÞ PROSEDÜRÜ;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;10.09.2024;10.03.2025;6;10.09.2024;;Zeliha Gizem Ýzci;60
RH.TL.01;18 YAÞ ALTI FÝRAR TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.02;BENZER GÖRÜNÜÞE, OKUNUÞA VE YAZILIÞA SAHÝP ÝLAÇLARIN YÖNETÝMÝ TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.03;DANIÞAN KÝMLÝÐÝNÝN TANIMLANMASI DOÐRULANMASI VE HASTA KOL BANDI KULLANMA TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.04;MEZUN DANIÞAN TAKÝBÝ TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.05;DANIÞAN KONSÜLTASYON TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.06;DANIÞAN MAHREMÝYETÝ TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.07;FARAÞ (KAÞIK) SEDYE KULLANMA VE BAKIM TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.08;GÖZETÝM ZÝNCÝRÝ TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.09;DAMAR ÝÇÝ KATETER UYGULAMA VE NOZOKOMÝYAL VASKÜLER ENFEKSÝYONLARINDAN KORUNMA TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.10;EL HÝJYENÝ VE ELDÝVEN KULLANIM TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.11;DANIÞAN TAÞIMA KALDIRMA TALÝMATI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.12;ÝLAÇ UYGULAMA TALÝMATI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.13;ÝLAÇ VE TIBBÝ MALZEME MUHAFAZASI TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.14;ÝLAÇLARIN KIRILMASI VE KAYBOLMASI DURUMUNDA YAPILACAKLAR TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.15;ÝSTENMEYEN OLAY BÝLDÝRÝM SÝSTEMÝ TALÝMATI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.16;SÖZEL ORDER TALÝMATI ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.17;BÝLGÝSAYAR ATÖLYESÝ GÜVENLÝK TALÝMATLARI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.18;GASTRONOMÝ ATÖLYESÝ GÜVENLÝK TALÝMATLARI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.19;RESÝM ATÖLYESÝ GÜVENLÝK TALÝMATLARI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.20;SERAMÝK ATÖLYE GÜVENLÝK TALÝMATLARI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.21;TARIM ATÖLYESÝ GÜVENLÝK TALÝMATLARI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.22;SPOR ATÖLYESÝ GÜVENLÝK TALÝMATLARI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.23;TEKNÝK ATÖLYE GÜVENLÝK TALÝMATLARI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.24;TEMÝZLÝK UYGULAMASI TALÝMATI;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.10.2023;6;01.04.2023;;Oya Batu;0
RH.TL.25;ÝLAÇ ve TIBBÝ SARF MALZEME ÝMHA TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.26;YARIM DOZ ÝLAÇ UYGULAMA TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.27;YÜKSEK RÝSKLÝ ÝLAÇLARIN YÖNETÝMÝ TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.28;ADVERS ETKÝ BÝLDÝRÝM TALÝMATI ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
RH.TL.29;MÜZÝK ATÖLYESÝ GÜVENLÝK TALÝMATI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.01.2025;6;10.07.2024;;Oya Batu;0
SA.GR.01;SATIN ALMA MÜDÜRÜ GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SA.GR.03;SATIN ALMA MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;28.05.2019;3;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SA.GR.04;SATIN ALMA UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;25.05.2023;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SA.GR.05;SATIN ALMA UZMANI GÖREV TANIMI;;;Görev Tanýmý;24.06.2022;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SA.PR.02;Satýnalma Sözleþme Yönetimi Prosedürü;;;Prosedür;02.01.2024;3;02.01.2024;Erhan Þener;Satýn Alma;"2.madde kapsam revize edildi.
3.madde kýsaltma ve tanýmlamalar revize edildi.
Döküman genel olarak gözden geçirildi.
";"2.madde kapsam revize edildi.
3.madde kýsaltma ve tanýmlamalar revize edildi.
Döküman genel olarak gözden geçirildi.
";05.09.2024;05.09.2025;12;05.09.2024;;Yavuz Koç;0
SA.PR.05;Tedarik Yönetimi Prosedürü;;;Doküman;01.07.2024;1;01.07.2024;Erhan Þener;Satýn Alma;7.10 md. eklendi;;05.09.2024;05.09.2025;12;05.09.2024;;Yavuz Koç;60
SA.PR.05.06;TEDARÝK YÖNETÝMÝ PROSEDÜRÜ;;;Doküman;02.01.2024;0;02.01.2024;Erhan Þener;Satýn Alma;"3. madde kýsaltma ve tanýmlamalar revize edilmiþtir.
7.6 madde Tedarikçi Listesinden Çýkarýlma Sebepleri revize edilmiþtir.
";"3. madde kýsaltma ve tanýmlamalar revize edilmiþtir.
7.6 madde Tedarikçi Listesinden Çýkarýlma Sebepleri revize edilmiþtir.
";05.09.2024;05.09.2025;12;05.09.2024;;Yavuz Koç;60
SA.PR.06;Satýn Alma Ýþleyiþ Prosedürü;;;Prosedür;02.01.2024;3;16.08.2024;Erhan Þener;Satýn Alma;"7.2 madde revize edilmiþtir. 
Döküman genel olarak gözden geçirildi.
";"7.2 madde revize edilmiþtir. 
Döküman genel olarak gözden geçirildi.
";05.09.2024;05.09.2025;12;05.09.2024;;Yavuz Koç;0
SA.PT.01;Satýn Alma Politikasý;;;Politika;06.04.2020;0;06.04.2020;Hakan CÝHANOÐLU;Satýn Alma;Yeni Doküman;;03.06.2024;03.06.2025;12;06.04.2020;;;0
SA.PT.01.01;SATIN ALMA POLÝTÝKASI;;;Doküman;02.01.2024;0;02.01.2024;Erhan Þener;Satýn Alma;Gözden Geçirme;Gözden Geçirme;05.09.2024;05.03.2025;6;05.09.2024;;Yavuz Koç;60
SA.YN.01;Satýn Alma Yönetmeliði;;;Yönetmelik;07.02.2014;9;16.12.2022;Burcu Demirörs Ejder;Direktörlükler;Doðrudan Temin, Teklif Usulü ve Açýk Ýhale Usulü limitlerinin güncellenmesi.;;03.06.2024;03.06.2025;12;16.03.2023;;Mustafa Doðru;0
SA.YN.01.09;SATIN ALMA YÖNETMELÝÐÝ;;;Doküman;02.01.2024;0;02.01.2024;Erhan Þener;Satýn Alma;Döküman gözden geçirilmiþtir.;Döküman gözden geçirilmiþtir.;05.09.2024;05.09.2025;12;05.09.2024;;Yavuz Koç;60
SA.YN.02;Yetki Düzenleme Yönetmeliði;;;Yönetmelik;03.01.2014;6;16.12.2022;Soner Paker;Direktörlükler;7.1.1.5 maddesinin tüm bentlerinde deðiþiklik yapýlmýþtýr. ;;03.06.2024;03.06.2025;12;16.03.2023;;Mustafa Doðru;0
SA.YN.02.07;YETKÝ DÜZENLEME YÖNETMELÝÐÝ;;;Doküman;02.02.2024;0;02.02.2024;Erhan Þener;Satýn Alma;Döküman gözden geçirilmiþtir.;Döküman gözden geçirilmiþtir.;05.09.2024;05.09.2025;12;05.09.2024;;Yavuz Koç;60
SD.PR.01;ÞUBE DENETÝM PROSEDÜRÜ;;;Doküman;06.08.2024;0;06.08.2024;Hande Yüceyurt;Þube Denetim;Yeni Doküman;;08.09.2024;08.09.2025;12;08.09.2024;;;60
SK.GR.01;SÝCÝL VE LÝSANS ÝÞLEMLERÝ KOORDÝNATÖRÜ GÖREV TANIMI;;;Görev Tanýmý;12.10.2023;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SK.GR.02;Eðitim Uzmaný (Yeþilay Gençlik ve Spor Kulübü Ýktisadi Ýþletmesi);;;Görev Tanýmý;08.12.2023;0;08.12.2023;Meral Hacýoðlu;Ýnsan Kýymetleri;Yeni Doküman;;04.07.2024;04.07.2025;12;04.07.2024;;Hatice Bardakçý;60
SK.GR.03;Ýþ ve Strateji Geliþtirme Müdür Yardýmcýsý;;;Görev Tanýmý;03.07.2023;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 maddesi eklendi.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SM.01-BS;YEÞÝLAY ÞÝKAYET YÖNETÝMÝ ÝÞ AKIÞ ÞEMASI;;;Doküman;12.09.2024;0;12.09.2024;Yasemin Akýn;Baðýþ ve Sponsorluk Yönetimi;Yeni Doküman;;30.09.2024;30.09.2025;12;30.09.2024;;;60
SM.01-IK;Yeþilay Genel Merkez Organizasyon Þemasý;;;Þema;17.06.2019;11;22.11.2024;Hatice Bardakçý;Direktörlükler;Kurumsal Ýletiþim Direktörlüðü oluþturuldu, Ýç denetim, Proje Yönetimi ve Kurumsal Ýþ birlikleri Direktörlüðü, Yeþilay Spor Kulübü, Yeþilay Danýþmanlýk ve Pazarlama A.Þ. þemalarý güncellendi. Paydaþ Ýliþkileri Direktörlüðü kaldýrýldý.;;04.12.2024;04.12.2025;12;04.12.2024;;Þeyda Top;0
SM.01-RH;REHAB BÝRÝM ORGANÝZASYON ÞEMASI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.07.2025;12;10.07.2024;;Oya Batu;0
SM.01-SA;Sözleþme Yönetimi Uygulama Kartý;;;Þema;22.02.2018;0;22.02.2018;Erhan Þener;Satýn Alma;Yeni Doküman;;03.06.2024;03.12.2024;6;09.04.2018;;;60
SM.01-TE;Ýþbirlikleri Protokol Yönetimi Uygulama Kartý;;;Þema;22.02.2018;1;26.02.2019;Cansel Ergül;Þube Operasyonlarý;Form yeni formata aktarýlmýþtýr.;;03.06.2024;03.12.2024;6;22.03.2019;;;60
SO.DKD.01;Beyanname Formatý;;;Doküman;25.03.2019;0;25.03.2019;Hande Yüceyurt;Þube Operasyonlarý;Yeni Doküman;;03.06.2024;03.12.2024;6;25.03.2019;;;0
SO.GR.09;ÞUBE ÝLÝÞKÝLERÝ UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;11.06.2021;3;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgisi güncellendi.;;03.02.2025;03.02.2026;12;03.02.2025;;Hatice Bardakçý;0
SO.GR.10;ÞUBE ÝÞLEMLERÝ VE KAPASÝTE GELÝÞTÝRME MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;11.06.2021;3;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgileri güncellendi.;;18.02.2025;18.02.2026;12;18.02.2025;;Hatice Bardakçý;0
SO.GR.13;ÞUBE ÝLÝÞKÝLERÝ MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;05.07.2021;3;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgileri güncellendi.;;18.02.2025;18.02.2026;12;18.02.2025;;Hatice Bardakçý;0
SO.GR.14;ÞUBE ÝLÝÞKÝLERÝ VE KAPASÝTE GELÝÞTÝRME UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;04.07.2022;2;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgileri güncellendi.;;18.02.2025;18.02.2026;12;18.02.2025;;Hatice Bardakçý;0
SO.GR.15;ÞUBE ÝLÝÞKÝLERÝ UZMANI GÖREV TANIMI;;;Görev Tanýmý;01.07.2022;2;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgileri güncellendi.;;18.02.2025;18.02.2026;12;18.02.2025;;Hatice Bardakçý;0
SO.GR.18;KOORDÝNATÖR PERSONELÝ GÖREV TANIMI;;;Görev Tanýmý;14.08.2023;3;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgileri güncellenmiþtir.;;18.02.2025;18.02.2026;12;18.02.2025;;Hatice Bardakçý;0
SO.GR.19;ÞUBE DENETÝM MÜDÜRÜ ;;;Görev Tanýmý;01.03.2024;0;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;04.07.2024;04.07.2025;12;04.07.2024;;Hatice Bardakçý;0
SO.GR.19_0;Þube Personeli Görev Tanýmý;;;Görev Tanýmý;07.02.2024;1;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgileri güncellendi.;;03.02.2025;03.02.2026;12;03.02.2025;;Hatice Bardakçý;60
SO.GR.20;ÞUBE OPERASYONLARI KIDEMLÝ UZMANI GÖREV TANIMI;;;Görev Tanýmý;02.09.2024;0;02.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;04.09.2024;04.09.2025;12;04.09.2024;;Hatice Bardakçý;60
SO.GR.21;Þube Ýliþkileri Kýdemli Uzmaný;;;Görev Tanýmý;03.09.2024;1;31.01.2025;Hatice Bardakçý;Ýnsan Kýymetleri;Grup bilgileri güncellenmiþtir.;;03.02.2025;03.02.2026;12;03.02.2025;;Hatice Bardakçý;60
SO.GR.22;Þube Operasyonlarý Müdürü;;;Görev Tanýmý;03.09.2024;0;03.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;07.09.2024;07.09.2025;12;07.09.2024;;Hatice Bardakçý;60
SO.GR.25;Þube Operasyonlarý Müdürü;;;Görev Tanýmý;21.08.2024;0;21.08.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;07.09.2024;07.09.2025;12;07.09.2024;;Hatice Bardakçý;60
SO.PR.01;Þube Mevzuat Ýþlemleri ve Planlama Yönetimi Prosedürü ;;;Doküman;04.07.2024;0;04.07.2024;Hilal Sönmez Acun;Þube Operasyonlarý;Yeni Doküman;;08.09.2024;08.03.2025;6;08.09.2024;;;60
SO.PR.02;YEDAM ve ÞUBELER ARASI   KOORDÝNASYON – ÝÞBÖLÜMÜ  PROSEDÜRÜ;;;Prosedür;31.12.2019;0;31.12.2019;Egemen Akyüz;Direktörlükler;Yeni Doküman;;03.06.2024;03.12.2024;6;31.12.2019;;;0
SO.PR.03;Þube Ýliþkileri Yönetimi Prosedürü ;;;Doküman;03.09.2024;0;03.09.2024;Hilal Sönmez Acun;Þube Operasyonlarý;Yeni Doküman;;08.09.2024;08.03.2025;6;08.09.2024;;;60
SO.PR.04;Þube Yetkinlik ve Kapasitesi Geliþtirme Prosedürü ;;;Doküman;03.09.2024;0;03.09.2024;Hilal Sönmez Acun;Þube Operasyonlarý;Yeni Doküman;;08.09.2024;08.03.2025;6;08.09.2024;;;60
SO.PR.05;Yardýmcý Kurullar Destek Prosedürü ;;;Doküman;03.09.2024;0;03.09.2024;Hilal Sönmez Acun;Þube Operasyonlarý;Yeni Doküman;;08.09.2024;08.03.2025;6;08.09.2024;;;60
SO.RH.02;Genel Kurul Rehberi;;;Prosedür;01.12.2017;2;03.09.2024;Hilal Sönmez Acun;Þube Operasyonlarý;7.4.7 maddesi eklenmiþtir.;;08.09.2024;08.03.2025;6;08.09.2024;;;0
SO.YN.01;Temsilcilikler Usul ve Esaslarý Yo?netmelig?i;;;Yönetmelik;24.12.2021;0;24.12.2021;Egemen Akyüz;Direktörlükler;Yeni Doküman;;03.06.2024;03.12.2024;6;20.01.2022;;;60
SV.FR.01;Doküman Deðerlendirme Çizelgesi;;;Doküman;10.01.2022;0;10.01.2022;Mehmet Utku Öztürk;Savunuculuk;Yeni Doküman;;03.06.2024;03.06.2025;12;12.01.2022;;Dilþah Nur Kanmaz;60
SV.GR.0;SAVUNUCULUK MÜDÜRÜ GÖREV TANIMI;;;Görev Tanýmý;02.09.2024;0;02.09.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;08.09.2024;08.09.2025;12;08.09.2024;;Hatice Bardakçý;60
SV.GR.02;SAVUNUCULUK MÜDÜR YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;24.12.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SV.GR.03;ULUSAL SAVUNUCULUK UZMAN YARDIMCISI GÖREV TANIMI;;;Görev Tanýmý;25.05.2021;2;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SV.GR.04;SAVUNUCULUK UZMANI GÖREV TANIMI;;;Görev Tanýmý;24.06.2022;1;04.07.2024;Hatice Bardakçý;Ýnsan Kýymetleri;ISO 10002 ile ilgili madde eklenmiþtir.;;04.07.2024;04.07.2025;12;04.07.2024;;;0
SV.PR.01;Savunuculuk Faaliyetleri Prosedürü;;;Prosedür;01.04.2019;3;01.07.2024;Esranur Sadriler;Savunuculuk;7.4 numaralý madde eklenmiþtir.;;02.09.2024;02.03.2025;6;02.09.2024;;Süeda Nur Tutan;0
SZ.01-BC.PR.03;Danýþmanlýk Hizmet Alýmý Sözleþmesi Þablonu;;;Sözleþme;01.01.2017;1;12.04.2019;Nesrin Özkan;Bilimsel Çalýþmalar Savunuculuk Müdürlüðü;"Doküman numarasý deðiþtirilerek yeni formata aktarýldý.

";;03.06.2024;03.06.2025;12;12.04.2019;;;0
SZ.01-BC.RH.01;Türkiye Yeþilay Cemiyeti Lisansüstü Tez Araþtýrma Bursu Sözleþmesi;;;Sözleþme;11.05.2015;3;09.07.2024;Nesrin Özkan;Bilimsel Çalýþmalar;Dokümanda yer alan ibareler güncellenmiþtir.;Dokümanda yer alan ibareler güncellenmiþtir.;05.09.2024;05.09.2025;12;05.09.2024;;Hakan Çetin;0
SZ.01-EG.PR.01;Danýþmanlýk Hizmet Sözleþmesi;;;Sözleþme;06.02.2019;0;24.06.2019;Mehmet Uzun;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;24.06.2019;;;0
SZ.01-FY.PR.01;Yeþilay Ýyi Niyet Anlaþmasý Þablonu (MOU);;;Sözleþme;17.01.2018;1;21.02.2019;Sedef Erçetin;Dýþ Ýliþkiler Müdürlüðü;Doküman yönetim sistemi çalýþmasý ile belirlenen dokümanlarýn ilgili müdürlüklerle gözden geçirilmesi revizyonu ve eksikliklerin tamamlanmasý faaliyeti kapsamýnda döküman gözden geçirilmiþ ve revize edilmiþtir.;;03.06.2024;03.12.2024;6;27.03.2019;;;0
SZ.01-GP.PR.03;Kurumsal Ýþ Birliði Protokol Taslaðý;;;Sözleþme;02.04.2019;1;22.04.2021;Aylin Baykan;Þube Operasyonlarý;Ýçeriðinde güncelleþtirmeler olmuþtur.;;03.06.2024;03.07.2024;1;22.08.2021;;;0
SZ.01-II.RH.01;Reklam Sözleþmesi;;;Form;01.01.2017;1;03.01.2020;Elif Çark Kahraman;Yeþilay Danýþmanlýk ve Pazarlama A.Þ.;"Ýçerikte belirli maddelerde açýklama týrnakla belirtilen alan eklenmiþtir: Reklamlarýn ""telif haklarýna iliþkin yükümlülüklerde dahil olmak üzere"" her türlü sorumluluðu reklam verenlere aittir";;03.06.2024;03.06.2025;12;03.01.2020;;;0
SZ.01-IK;Konuya Özel Gizlilik Taahhütnamesi;;;Sözleþme;28.05.2019;0;28.05.2019;Mercan Ecevit Çimen;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;28.05.2019;;;0
SZ.01-IK.PR.04;Hizmetiçi Eðitim Taahhütnamesi;;;Sözleþme;01.01.2017;3;08.02.2023;Burcu Demirörs Ejder;Ýnsan Kýymetleri;Doküman cemiyet özelinde düzenlenerek revize edilmiþtir.;;03.06.2024;03.06.2025;12;09.02.2023;;;0
SZ.01-PY.PR.05;Yeþilay 3. Uluslararasý Mali Destek Programý Kapsamýnda Desteklenen Tip Projelere Hazýrlýk Seviyesi Destek Sözleþmesi;;;Form;05.07.2021;0;05.07.2021;Hatice Mutlu;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;12.07.2021;;;60
